cycle_index,filename,ambient_temperature,t0_s,n_tail_points,T_first_tail,T_last_tail,T0_fit,tau_curvefit,tau_stderr,tau_loglinear,rel_diff_pct,rmse_K,capacity_Ah,flag,tau_fixedwindow,tail_duration_s,sampling_dt_median_s,window_over_tau,tau_inf,tau_inf_stderr,scan_n_points,scan_too_short,tau1,tau1_stderr,tau2,tau2_stderr,A1,A1_stderr,A2,A2_stderr
30,05202.csv,24.0,3253.234,7,,,,,,,,,1.804077040117352,insufficient_tail,,139.48500000000013,19.867500000000064,,,,,,,,,,,,,
31,05206.csv,24.0,3326.578,15,38.45558987728565,36.28230124882153,38.795581461603014,785.2201585220225,19.71453105406322,780.1801568167295,0.641858420290623,0.0640907418520275,1.8518025516704488,,857.1650402602384,144.09400000000005,9.625,0.183507769682353,,,,,,,,,,,,
32,05210.csv,24.0,3289.187,13,38.49126351534004,36.739819153653464,38.731590011141016,878.0760783576815,27.499592277057705,873.1932683983281,0.55608051280545,0.0579773640865824,1.8307038456739428,,901.1294708177452,124.92200000000004,9.58549999999991,0.1422678547781977,,,,,,,,,,,,
33,05214.csv,24.0,3270.172,13,38.31473393357882,36.49603036085123,38.535181108822144,821.1409635363145,18.98020777854241,818.7639527663205,0.2894765789977467,0.0449509691646774,1.8199041089501269,,828.3175982629957,125.04700000000004,9.554499999999962,0.1522844499944008,,,,,,,,,,,,
34,05218.csv,24.0,3251.391,14,37.84643661820694,36.04392363754878,38.08595728808305,866.5148485779295,21.85352139604305,863.0958627229305,0.3945674861325186,0.0505999325325498,1.8093079637028515,,894.914222945247,134.60899999999992,9.561999999999898,0.1553452894903207,,,,,,,,,,,,
35,05222.csv,24.0,3243.015,13,37.90665575786083,36.224445388722245,38.22372733615714,847.5063773822089,27.95531766018952,842.6545932513397,0.5724775954908397,0.0611333651264772,1.80460990458052,,879.421445890537,125.17200000000004,9.625500000000102,0.1476944638300342,,,,,,,,,,,,
36,05226.csv,24.0,3233.172,14,38.34003238560517,36.4812957908369,38.66638463078039,874.6555817742062,28.90535549693745,868.0247692081923,0.7581055565395862,0.0687408904539627,1.7993770651972192,,974.3761460149292,135.09400000000005,9.641000000000076,0.1544539391447853,,,,,,,,,,,,
37,05230.csv,24.0,3213.969,15,38.05753181131947,35.98576133404224,38.35971733710134,845.0766076549343,26.671745970302386,842.5562167553862,0.2982440735807435,0.0735967792974715,1.7884432335370462,,839.5105479664194,144.75,9.648500000000013,0.1712862463459703,,,,,,,,,,,,
38,05234.csv,24.0,3204.25,14,38.07252758016199,36.10148288661278,38.39988271021664,820.3265015091173,31.40060985892097,811.8492766836873,1.0333964354235547,0.0829575674044525,1.7829230484252725,,938.3192410060632,135.25,9.670999999999822,0.1648733763339191,,,,,,,,,,,,
39,05238.csv,24.0,3186.406,15,37.80133585100446,35.859217796137116,38.14749073589462,866.3928571446382,29.839551811087652,859.6846188987328,0.7742721088460662,0.0773950663535978,1.7730337158018288,,966.4804258810856,144.85899999999992,9.655999999999947,0.1671978234878461,,,,,,,,,,,,
40,05242.csv,24.0,3185.766,14,38.39873985476869,36.40939106353368,38.65249051776723,879.3330685353385,30.646459993523873,872.463312765994,0.7812461529266808,0.0721262395395705,1.773037755078937,,970.4193171400842,135.42200000000005,9.655999999999947,0.1540053534271896,,,,,,,,,,,,
41,05246.csv,24.0,3176.766,15,38.74929237918251,36.77364625897009,39.02248691167715,920.2551969501573,16.857473049595058,916.1995364764588,0.4407104124094427,0.0413669967449341,1.7678721106662054,,985.0330064275086,145.07799999999995,9.656500000000053,0.1576497481142262,,,,,,,,,,,,
42,05250.csv,24.0,3166.922,15,38.87275464755104,36.84756031613252,39.18116838156384,904.1009156629829,31.61979161744702,896.910384123415,0.7953239970224953,0.0809438489588674,1.762315070409309,,1010.7732960239008,144.90599999999995,9.64799999999991,0.1602763557580731,,,,,,,,,,,,
43,05254.csv,24.0,3187.984,7,,,,,,,,,1.7676172924938447,insufficient_tail,,139.40700000000015,19.9375,,,,,,,,,,,,,
44,05256.csv,24.0,3167.671,15,38.27009094548294,36.380197081498515,38.60788805825358,914.2646380772076,37.270503646694735,904.2801485911764,1.0920787122456908,0.0898683457643166,1.762668359743147,,1136.483952534295,144.40700000000015,9.633000000000038,0.1579487973019528,,,,,,,,,,,,
45,05260.csv,24.0,3148.359,15,38.01761254774446,36.18051449762449,38.45697278683774,861.6929154989435,39.465894646680766,852.9379480452587,1.0160194306129853,0.1056082324213011,1.7517304870664143,,1042.7867380727712,144.8130000000001,9.641000000000076,0.1680563892255624,,,,,,,,,,,,
46,05264.csv,24.0,3130.281,15,38.04152715355532,36.07117791713765,38.26229628219905,916.8277288581108,33.756567796778114,910.6554190021272,0.6732246049834332,0.079232737270758,1.7418496047960008,,970.401526470332,145.04700000000005,9.679499999999962,0.158205293573148,,,,,,,,,,,,
47,05268.csv,24.0,3120.219,15,38.17980302242767,36.06727402125495,38.46537143176678,867.0550848735307,38.68533482449608,856.9990109131683,1.1597964345978398,0.1023630765465071,1.7360913511847138,,993.2970789003064,144.79700000000005,9.641000000000076,0.166998616957676,,,,,,,,,,,,
48,05270.csv,24.0,3223.297,11,40.60065770115296,39.3970785606374,40.96385013583732,1144.924385756418,82.64826379726571,1138.07530660296,0.5982123569613044,0.0924542169932743,1.7936240148573608,,1144.924385756418,105.63999999999989,9.57100000000014,0.0922681019936584,,,,,,,,,,,,
49,05274.csv,24.0,3204.657,13,39.88526123315293,38.247906639492925,40.162513440154584,1022.6113617977142,34.89721080989565,1017.8979063967656,0.4609234335772058,0.0601143179821679,1.7831890223273277,,1063.493494260911,124.60899999999992,9.608999999999924,0.1218537214186059,,,,,,,,,,,,
50,05278.csv,24.0,3176.516,13,39.110245386127325,37.66314806698494,39.444493643176024,997.6180318247228,42.16138840535065,994.110837478732,0.3515568317841795,0.0731141197948519,1.7673642076278957,,1009.3523077772694,125.0630000000001,9.663999999999987,0.1253616073591311,,,,,,,,,,,,
51,05282.csv,24.0,3158.156,13,38.951564804030774,37.412620176442466,39.25365453241149,987.306079020134,36.884299235715595,982.563498273653,0.4803556715854413,0.0644471903327625,1.7570177850353066,,1031.615241920571,125.40700000000017,9.640499999999976,0.127019373895137,,,,,,,,,,,,
52,05286.csv,24.0,3139.781,14,38.607510759873634,36.983049223315426,38.95076880759736,975.678027027433,41.56806585051871,968.660657500332,0.7192300464611969,0.0817185262405476,1.7468706179837907,,1089.902688293384,135.34400000000005,9.657000000000153,0.1387178928404775,,,,,,,,,,,,
53,05290.csv,24.0,3130.359,14,38.920359903369054,37.113833168369624,39.23795642522479,972.6811954306554,40.273014896276685,963.3533551569008,0.9589822767802904,0.0811451290491757,1.7417172507457144,,1124.3634116464896,135.29700000000005,9.655999999999947,0.1390969627413195,,,,,,,,,,,,
54,05294.csv,24.0,3120.796,15,39.18924469541007,37.44763048314265,39.59811552712482,1008.501588637322,44.908772421179485,1000.6511513688124,0.7784258703168886,0.0961132220809744,1.7364225056478186,,1138.5432153473337,145.29700000000005,9.648500000000013,0.1440721577804592,,,,,,,,,,,,
55,05298.csv,24.0,3102.782,16,38.9649270684008,36.88044924018355,39.27675205216629,956.0878137744594,30.896342515413615,947.8481207341964,0.8618134152065036,0.0789054795902401,1.7263217239235826,,1121.162748191371,154.8119999999999,9.641000000000076,0.1619223650480707,,,,,,,,,,,,
56,05302.csv,24.0,3083.984,17,38.83927283461771,36.63224569054377,39.14815349541187,952.4278072947916,25.62732893697338,945.2571315472682,0.7528839133635361,0.0715711039040069,1.7158065389330133,,1084.1992756513791,164.60899999999992,9.640499999999976,0.1728309471219069,,,,,,,,,,,,
57,05306.csv,24.0,3074.25,17,38.82796377704433,36.73387962246392,39.15495564462955,966.4349229598308,31.74385122381651,957.8573336214316,0.8875496046986243,0.086254631501852,1.710533351135192,,1210.0318205634717,164.51600000000008,9.656500000000053,0.170229775530202,,,,,,,,,,,,
58,05310.csv,24.0,3065.812,18,39.0406773951075,36.8279861699404,39.44684483835854,1000.9545376510504,28.678207100862373,993.8669774433464,0.7080801316248233,0.0808831529046055,1.706014499648521,,1133.6179869736782,174.32799999999995,9.655999999999947,0.1741617560464805,,,,,,,,,,,,
59,05314.csv,24.0,3055.89,18,39.349611598028886,37.08800148686054,39.6903810858147,997.7239815404174,29.446843060023813,989.1226198905854,0.8620983166659095,0.0849046774551938,1.7003110272642588,,1224.9283355861282,174.21900000000005,9.641000000000076,0.1746164302185238,,,,,,,,,,,,
60,05318.csv,24.0,3045.9060000000027,19,39.29444535878087,36.75804958950036,39.65165692728374,949.9602394324304,22.977623368826965,941.3999370001172,0.9011221814323156,0.0785106564548872,1.6945798601797897,,1144.7396986861584,183.875,9.64100000000326,0.1935607327206233,,,,,,,,,,,,
61,05322.csv,24.0,3028.437,19,39.08669720480488,36.66588768076837,39.52362879390633,948.5077413026972,27.398564710678777,939.507540963878,0.948880008766002,0.0932606926151862,1.6849029086609286,,1187.744432454788,184.03200000000015,9.672000000000024,0.1940226652733981,,,,,,,,,,,,
62,05326.csv,24.0,3009.75,21,38.98726178175149,36.22708832315917,39.411805789739375,900.1986860597159,22.350527853804135,891.7319590951101,0.9405398047919504,0.0963733781570754,1.6744741591159715,,1170.6436924591626,203.46900000000005,9.655999999999947,0.2260267684799782,,,,,,,,,,,,
63,05330.csv,24.0,3009.891,20,39.398032192832,36.83574345076078,39.82849591717637,964.0258188112286,25.740022787991222,954.3824137945438,1.0003264257565652,0.0933332351726882,1.6745692479879102,,1247.664576198888,193.6869999999999,9.655999999999947,0.2009147433819164,,,,,,,,,,,,
64,05334.csv,24.0,2991.297,21,39.04683386472457,36.31129508167242,39.55998529566816,902.0275116119568,25.303302007542868,892.5948311674729,1.045719817084877,0.109975135685931,1.663716375981405,,1157.458826836666,203.82799999999995,9.702999999999976,0.2259665003296315,,,,,,,,,,,,
65,05336.csv,24.0,2982.0939999999973,22,39.43769350241416,36.57728194283014,39.89865576769062,944.5584418819152,22.074022668513383,935.0602796310616,1.005566392687118,0.0959600368815541,1.659013868748246,,1254.0415843169342,213.21899999999687,9.656000000002678,0.2257340473027635,,,,,,,,,,,,
66,05340.csv,24.0,2972.969,22,39.50200621014832,36.61716358490872,39.96393102721643,944.5626827891998,21.99851722805859,934.9270988129626,1.0201105921085352,0.0961122119507644,1.6538540573335014,,1242.7873714752131,213.32799999999995,9.672000000000024,0.2258484311174178,,,,,,,,,,,,
67,05344.csv,24.0,2953.235,23,39.31656076538344,36.285029218085896,39.805830862859565,920.2948320530652,20.695991838941104,910.5013880994192,1.0641637454160269,0.1002213905214133,1.642653782130131,,1220.1583536565895,223.20299999999995,9.66450000000009,0.2425342316679768,,,,,,,,,,,,
68,05348.csv,24.0,2944.437,23,39.42879141207506,36.404097755139176,39.91718270918648,926.677562845066,21.253954304863825,916.5964325872014,1.087878962658127,0.102321886150509,1.6378578430223698,,1254.8181640027583,223.15599999999995,9.680000000000064,0.240812995746731,,,,,,,,,,,,
69,05352.csv,24.0,2935.125,24,39.51375235624076,36.33612654330331,40.00663869854639,926.3692582795328,20.250420642067727,916.0705780872204,1.1117251679356428,0.1041752093260024,1.6327350407099108,,1254.1007609266085,232.59400000000005,9.686999999999898,0.2510813025380151,,,,,,,,,,,,
70,05356.csv,24.0,2926.3910000000033,24,39.60170302810528,36.42204257964045,40.113162842470345,929.0230697940716,21.36733380893003,918.3258316596596,1.1514502149858676,0.1099943635110935,1.6277528915533617,,1302.1167806757107,232.6869999999908,9.65700000000652,0.2504641785177288,,,,,,,,,,,,
71,05360.csv,24.0,2916.141,24,39.6737749953853,36.46650026862773,40.18367367712314,928.0746944780886,20.767427090125,917.5085516005738,1.1385013448143635,0.1075598220428957,1.622125485521159,,1277.446258223625,232.6880000000001,9.657000000000153,0.2507211988264095,,,,,,,,,,,,
72,05364.csv,24.0,2896.813,26,39.53535075538898,36.01706887738058,40.04145012005189,904.626701779552,17.087716945546916,894.6422661084757,1.103707822401799,0.1030919736758014,1.6113256603765849,,1239.1017126093034,252.28099999999995,9.702999999999976,0.2788785689209936,,,,,,,,,,,,
73,05368.csv,24.0,2888.188,26,39.63309411193369,36.12135272151406,40.15918275789067,910.5946567837474,17.56312021465825,900.3976631909622,1.1198169807849825,0.1054034094214544,1.6065631397488385,,1243.531275789583,252.35899999999992,9.702999999999976,0.2771364823195217,,,,,,,,,,,,
74,05372.csv,24.0,2879.344,26,39.69591337158472,36.20196694501621,40.238947965048034,915.9688717285178,19.146854707649936,904.9792862092,1.1997771822288577,0.1142636972386573,1.6015142233917594,,1296.4166049953185,252.28099999999995,9.672000000000024,0.2754252985954887,,,,,,,,,,,,
75,05376.csv,24.0,2859.735,27,39.54483610898516,35.866603104888924,40.08615393370257,895.414620616703,17.170289397569196,884.4661439233787,1.222727040773997,0.1116385506305817,1.590369231400328,,1258.6243963428444,262.172,9.6875,0.2927939682506335,,,,,,,,,,,,
76,05380.csv,24.0,2850.703,28,39.606085176232824,35.80553827573819,40.17338909320477,891.4972411984998,16.542833512264586,880.6652453751384,1.2150341383893877,0.1145600363642402,1.5857889968242211,,1267.6567115287744,271.422,9.672000000000024,0.3044563543854708,,,,,,,,,,,,
77,05384.csv,24.0,2849.829,28,39.40593533616951,35.6702666979063,40.002094790823584,876.4674329686212,17.388583343186006,866.0646115970296,1.1869033554797264,0.1229989202580133,1.5849430707374117,,1268.9562175550604,271.84299999999985,9.733999999999924,0.3101575595105223,,,,,,,,,,,,
78,05386.csv,24.0,2868.672,26,39.8280453682611,36.34696099274405,40.3621223028662,924.168795499764,19.303090352870345,913.548785916858,1.14914176226467,0.1141646827801736,1.5955263892495937,,1333.059413064948,252.1880000000001,9.672000000000024,0.2728808862926648,,,,,,,,,,,,
79,05390.csv,24.0,2831.969,28,39.376207546167066,35.52300699242159,39.95352010804549,875.5344327433899,16.37869993775771,864.6645138357034,1.2415181517906513,0.1158500890248894,1.5747301747801037,,1260.0181764519134,271.8589999999999,9.688000000000102,0.3105063488458814,,,,,,,,,,,,
80,05394.csv,24.0,2813.594,29,39.262781682151214,35.266958925197905,39.83663466744811,854.9519101809698,15.556961709134416,843.673121783518,1.3192307383773614,0.1196414846598632,1.5649019950937946,,1246.6213481681243,281.5,9.663999999999987,0.3292582853466158,,,,,,,,,,,,
81,05398.csv,24.0,2804.281,30,39.45572156072781,35.3504279543354,40.05578638295126,867.3941944523233,15.231190493663943,856.1636977014036,1.2947396723136524,0.1213663364079016,1.5597659473370362,,1286.922003636475,291.5,9.719000000000053,0.3360640431586638,,,,,,,,,,,,
82,05402.csv,24.0,2803.453,30,40.01417758156669,35.94137693420669,40.60526054861814,908.9437781638989,15.563876024605491,898.2257193071226,1.1791773170423148,0.1174231409781996,1.5594815668184234,,1333.8237792263149,290.875,9.672000000000024,0.3200142923994469,,,,,,,,,,,,
83,05406.csv,24.0,2795.047,30,40.12090247566309,36.04660208501775,40.71965945317024,918.3751683035028,16.181366825213633,907.2110449220312,1.21563863732235,0.1208831485842745,1.55468935359061,,1354.0883751233853,291.4839999999999,9.717999999999847,0.3173909857977245,,,,,,,,,,,,
84,05410.csv,24.0,2784.719,31,40.10397818231617,35.84567238345344,40.73138601098117,901.9489955441732,15.646513185353108,890.6748015095877,1.2499813282438974,0.1263633348711772,1.5488741079890418,,1384.5139262476223,300.90599999999995,9.695500000000038,0.3336175343467778,889.4963597262201,6.137681931461043,10.0,,,,,,,,,
85,05414.csv,24.0,2766.078,31,39.81086245906337,35.579783237597425,40.444052661802594,884.2782175600465,14.900148165829169,873.0979479472795,1.264338461668351,0.1225803826649515,1.538236598942558,,1296.2416592840025,301.125,9.679499999999962,0.3405319660942029,862.8451559859166,5.8842898001381405,10.0,,,,,,,,,
86,05418.csv,24.0,2747.75,32,39.61961987024145,35.18876167083574,40.217725067388024,863.1863870808024,13.383289208066095,852.586621078741,1.227981136021921,0.1183280038582104,1.527914258251028,,1272.9950548195998,310.40700000000015,9.672000000000024,0.3596059954672838,852.415830579993,6.20665011676079,10.0,,,,,,,,,
87,05422.csv,24.0,2748.109,32,40.05748238246955,35.64399546549477,40.66995203973998,890.9910192616796,14.103039707448476,880.0780706534517,1.2248101689364872,0.1211755678299777,1.5285252629756445,,1335.50485837111,310.703,9.717999999999847,0.3487161972266165,878.4363813294394,6.282123003194473,10.0,,,,,,,,,
88,05426.csv,24.0,2738.234,33,40.23256142742995,35.70451576896293,40.838317048920885,904.4993428239144,13.21832837244988,894.0090763753776,1.1597870724577302,0.1163381367010671,1.522647325284378,,1316.3554678824237,320.34400000000005,9.679499999999962,0.3541672003871912,885.7418710389564,7.485310958809431,10.0,,,,,,,,,
89,05430.csv,24.0,2728.906,33,40.300164522415834,35.75012465537795,40.897020260096895,906.3479842656146,13.077562962386756,895.845116246192,1.1588118693652505,0.1150799722676873,1.5174859938489869,,1326.7619731923828,320.422,9.695500000000038,0.3535308794884427,895.7746120769613,6.377300227919268,10.0,,,,,,,,,
90,05433.csv,24.0,2886.625,30,40.09418103142496,36.01263661852166,40.65429499680402,917.8155344934942,15.403963356130491,907.381227322922,1.1368632125332885,0.1144538643445213,1.605818899130659,,1353.3671853034232,290.59400000000005,9.672000000000024,0.3166148197310338,,,,,,,,,,,,
91,05436.csv,24.0,2811.422,28,40.508797136155245,36.76362118255289,41.063094324202666,967.998643192842,18.022369408726775,957.1133972267858,1.1245104569725717,0.113103653011164,1.5638491446744425,,1392.9104123664429,271.5149999999999,9.686999999999898,0.2804910956325683,,,,,,,,,,,,
92,05440.csv,24.0,2783.719,30,40.54628369118206,36.50230588330288,41.125662116884286,951.1639559686922,16.185525457105193,940.285574051312,1.143691563280644,0.1157363365260234,1.5480915247767786,,1384.7218921885765,290.547,9.655999999999947,0.3054646868994302,,,,,,,,,,,,
93,05444.csv,24.0,2755.687,32,40.27410317401332,35.91017220677914,40.85923837909759,917.0643726674552,13.555576433855563,906.8800976531816,1.1105300039789656,0.1115986606270948,1.5323755631868592,,1320.7475901819062,310.3130000000001,9.672000000000024,0.338376464345023,903.4693149147835,5.4209615438448795,10.0,,,,,,,,,
94,05448.csv,24.0,2745.984,32,40.286278824473754,35.878972479007196,40.89062379085118,908.630315846626,14.25558417018298,897.6498773549521,1.208460503702529,0.1196052530934529,1.5269528268489705,,1348.5859410808566,310.453,9.672000000000024,0.3416714086968715,894.2590863358332,6.7367797891457615,10.0,,,,,,,,,
95,05452.csv,24.0,2728.125,33,40.17938532431852,35.62922817025395,40.78446023797101,895.2945798341154,13.159211112400891,884.6603275661814,1.1877936611550115,0.1175068619150688,1.5169573017136326,,1319.4625577100371,320.09400000000005,9.66450000000009,0.3575292503829395,885.1331611919652,6.177103633644829,10.0,,,,,,,,,
96,05456.csv,24.0,2718.797,33,40.31357781113424,35.75119139564094,40.92653826453514,903.7898242855111,13.412963442533592,893.0862305024486,1.184301205374181,0.1187975764562964,1.511897596014269,,1333.959378778164,320.4209999999998,9.672000000000024,0.3545304354951195,890.2018184271843,5.754010685441379,10.0,,,,,,,,,
97,05460.csv,24.0,2708.922,34,40.326220544081785,35.64438752174055,40.94848790710134,902.356612917804,12.875437814323115,891.7529372412707,1.1751092112292252,0.1192279397316716,1.5065638960681105,,1341.3932827709414,330.125,9.672000000000024,0.3658475986921938,890.5441094127118,6.008327082094651,11.0,,,,,,,,,
98,05464.csv,24.0,2700.422,34,40.415596046624906,35.71781750151812,41.04546498392368,903.3770347878656,12.992137279309697,892.6545174566406,1.1869371168753295,0.1207401177694691,1.5015453526671363,,1351.3481687949425,329.953,9.672000000000024,0.3652439538464477,890.7270742656408,5.300577499750281,11.0,,,,,,,,,
